id	untrt_N61311	untrt_N052611	untrt_N080611	untrt_N061011	trt_N61311	trt_N052611	trt_N080611	trt_N061011
LTN1	702.588272089675	541.93793356105	833.547531135128	949.119663032014	796.403492706057	896.743491140785	1079.02169157571	1364.84140462777
DNASE1L1	395.938879452544	642.448882050527	691.435802360069	443.349401967955	386.934652206228	626.59915487189	704.743527632897	442.455288511809
PDE1C	650.666997556817	900.313314671628	1288.87814171159	757.738433005404	668.828184358382	597.482981678431	1245.41591597147	736.670602678924
RPS15	5227.83158993923	4603.3108133501	4357.211247338	4475.96768132143	5351.35119714525	3945.62102541453	4461.11170697327	4516.68308924811
PDE3B	555.869022804319	385.927004522919	514.466024579642	438.355160373541	674.796923644119	220.725504146312	342.645687379827	257.967208219233
CLTA	2360.59023070691	2177.34231990652	2285.42664802302	2460.42797750154	2348.19873418812	2096.07611766076	2068.5397158415	2146.9366653514
TMEM150A	324.80653984535	353.626649566431	326.85750808819	338.307490222082	548.412513869462	732.628092558277	572.853313438215	709.973509283037
SLCO3A1	869.81809979469	1052.4248732608	1115.60764213247	815.291353080595	845.980917487905	985.182551816113	1480.31641020017	1036.98347353659
HSPA9	3174.27397544669	3012.79988294796	3896.15873609857	3239.80368460857	3054.30259024252	2876.26383020158	3234.21234302803	2456.50161334895
TXLNGY	801.513345277699	760.580139231021	928.645181642878	0	803.686087053141	683.348530341381	984.980312073605	0.411465114595319
EFTUD2	850.446875841299	1058.39903372892	1276.38732332414	956.231479851093	975.937907328061	803.637382544509	1427.91908924415	836.431207799125
GAS7	377.450670264323	252.093841477386	227.240663571691	1373.37182466992	147.469251308573	48.6275396328612	132.2061774475	880.577059364644
HACD3	2058.65361471375	2109.86279430931	2305.23591806816	2029.09914645134	1884.27540815346	1895.61221581235	2140.8428378419	1710.74167962973
DCTN2	2605.82815957344	2943.34887388667	3222.41637414558	2483.63897569766	3051.24483855475	2893.75293457524	3048.61756633725	3138.96911007198
NCOA4	4323.34847958039	3644.80205053782	4363.11300741129	3916.72017386427	3767.99185847569	3814.890987674	3671.61403774961	3677.73247766143
LARP4B	961.918781450882	937.810347755881	1018.65350782782	1031.48437212652	1113.34909327492	1641.32171635637	1344.62439900177	1906.89905062263
OGFRL1	782.991922968887	586.705916497995	748.773363345992	868.528035477529	878.498767913939	993.856241214263	1242.26925280723	1172.84911591528
MYO6	1368.62745879662	1131.91152183349	1573.79430274482	1672.15207899458	1389.04701338	1612.47585846518	1428.84229195962	1858.74379850785
PSMD7	1050.50108598748	1156.96769034685	1142.49242691484	1071.5228273816	1378.5119553621	1445.26070052448	1316.48241403679	1210.96495915349
VPS11	1284.90962645516	1061.96975233572	1197.78192727868	1326.75301749594	1119.28002143335	893.807259161151	952.885753888636	1089.82837050315
BRD3	910.937604569761	794.22732404065	630.680704925819	1039.11432273145	911.41270387582	814.11634974352	670.765849764442	1083.78335266666
USF2	995.990491452556	1250.86034470751	1304.05985079463	1004.84823021734	1191.25160167356	1059.18513559455	1183.62408318931	1341.64355390405
NACC2	1160.36832571297	893.368677252981	1119.0115838574	1125.90205710788	1506.70041076439	1308.04420995355	1363.84914641975	1457.20769355508
SLC30A5	1073.93965208977	1097.93538449941	1221.81350009598	999.880140524189	1065.91836844476	1310.61254927025	1392.59443446139	1416.39831536173
FTX	674.851497385219	656.181341318717	870.153355455038	838.872497509014	553.186406745716	717.50220550457	892.623632844128	594.257689845565
SLC2A3	1320.30296000485	1020.17458552964	1222.81987755848	1162.20012164313	1094.93843432803	986.324703962311	1696.46197496345	992.418102063399
UBE2R2	1585.56784292746	1474.04485905055	1726.44080697741	1758.7027663432	1514.16761791387	1857.09818987819	1585.92033600992	1850.1214480945
CALHM2	1250.84860804559	1155.85640459131	875.88809869218	1108.73144246358	1299.34325609494	1150.07995137841	895.402239933723	1393.24345774665
HCFC1R1	1086.90560654732	1073.49690387239	737.520927876968	1260.62721121558	819.264659562663	760.179583617785	693.202938091948	855.559905471975
TP53INP2	621.652974791356	660.79318278608	731.036013744185	614.886094956512	939.400691589351	1322.88490408444	749.523027334798	1013.86342467342
PDE4B	309.799496819183	147.677587163172	528.54491439074	90.8951430896575	285.88059965685	87.349550718248	555.966619507386	98.6665794625969
RND2	259.49892432999	449.813335763935	288.364794775005	333.804754396316	47.0582176271357	63.0893155420878	116.959618673159	69.7084805614402
SLC6A8	1029.12718106239	773.957354183288	1041.54055913261	968.638441000832	1176.69795496453	830.549623966185	1237.75792442429	923.796035466823
MRPL49	943.874966459756	843.157212065438	871.482867078965	831.602811746477	629.919255726274	578.00493756697	639.709716315301	585.323046764302
ALAD	2020.26326824648	1550.85336227078	1481.50895002025	1654.11882188068	1988.25876497894	1566.9414666398	1474.37555832783	1724.80856302101
IFIT1	550.968780443936	418.324835014382	224.180047096847	385.474717754317	152.469446478141	195.55828453334	60.4954787552506	116.097192363504
EHMT1	902.966103855589	1186.64703158675	993.793869643475	647.467448762008	1027.97325780112	551.19055839572	784.980413393825	1025.81345077481
ARL8B	1950.0287513477	2200.3912361123	2305.3554830159	2166.79464704861	2275.87131938165	2698.85538738425	2409.74638430585	2777.13138727032
BOD1	1305.74170854993	819.955656494269	1133.62715499586	1343.34713718395	941.201344755953	1032.16645886425	981.702611922949	1152.97089297941
RBM6	1225.96428567292	1659.77954644964	1458.33874097727	1320.27373788625	1135.98459857635	1360.54069543618	1167.42192324474	969.667790955309
SLC25A27	380.146297426348	441.245547806752	289.248204709862	634.189919620411	504.057927323785	532.557958002417	322.662224705378	793.058873828581
LANCL1	1475.44122957991	1604.1778217895	1383.28521610031	1644.91320746781	1283.71544369824	1752.37525915799	1402.42500591449	1562.40635004459
USP40	1178.86313791716	1176.19969108691	1048.24184328878	1287.82967275334	1064.4348360683	909.260443862672	889.629449707596	1024.82178989527
COG4	1849.32241625263	1505.80847857611	1311.92904514995	1301.44985434214	1731.14151775033	1482.58675936619	1275.53159088586	1373.17481843937
FXYD5	740.581891628884	1049.71314237846	1124.85334640647	938.286697705808	709.88737522185	915.354516672762	846.714058838177	779.147895241652
EHD4	529.279486701337	523.609432884092	482.610458168736	788.007350411075	737.029380913663	662.525261686295	632.598350018413	867.104001367608
VAMP3	3155.16950973916	3229.37572900194	3207.28979004702	3039.43336452291	3195.06143499442	4066.41757619147	3437.45978491711	3490.18239832162
WBP2	1484.10066767767	1583.75151681949	1481.91144409713	1341.69201514415	1569.61709904147	1835.62073633207	1300.81195068581	1786.35996423051
CNOT1	3811.19252663517	3718.97610345832	3949.18228905497	3948.84897089802	3140.22792266268	4699.02514471935	3961.03099903125	3632.2235625234
EYA4	719.00532832111	588.559491965208	861.929197627057	744.878840971042	555.215366533499	338.257934612867	617.162685191863	477.070741191227
IDH2	747.832848839408	705.18726293243	687.862052969169	612.765980334188	1042.65318190771	929.785632122291	1357.3874229587	804.937515880104
RILPL2	526.287659859192	662.042283352775	560.154305605099	608.996121626593	772.404609577403	905.792431381986	749.029289956517	998.586964409032
CYP2U1	1089.42092237644	1338.67778450043	1166.66526774951	1111.65752546009	1096.79293012657	1717.70085926458	1568.70932124879	1269.13825626712
SERTAD2	1099.34158067784	936.685024886579	922.07136211056	1084.44130249274	742.999883871598	791.242408928869	786.670924892626	897.582631956732
EIF3G	1932.4736482782	1825.18458562836	2025.31327925321	1707.49666360088	2444.88357904494	2014.13502151444	2131.48072336721	2149.58139970761
ZBTB4	4001.42288247231	4113.60340527969	3964.11612167925	4106.7746870621	3882.63034095581	3865.22242635388	3788.79971986756	4139.59398679537
PITPNM2	552.623690644309	443.263034043346	299.815803725195	684.801616757375	668.355458739809	581.23857811359	392.036931444045	756.744238851931
ALDH18A1	1650.40335080564	1495.77038767347	1674.41641377531	1672.08073111031	1129.96719100228	1160.58299371714	1609.30620468365	981.649603246801
REX1BD	529.631365281007	335.467142918668	213.93626259576	446.600055605896	527.040524385799	265.482626440271	251.157627145322	422.503652710609
GATD3A	408.052516019127	229.886171740982	54.0922188789647	335.586809657341	388.223857793442	110.328144158109	45.3702579351922	398.709724909944
TCEA3	796.299714680322	508.412499129373	536.893279213015	295.665139342012	491.068857114898	275.151891174931	348.933692348385	183.86961495698
YTHDF3	2132.96866545771	2278.81013166594	2512.84538117374	2037.62909167491	1843.05697314699	2096.71479788655	2353.87247238628	2234.56388278029
LRPAP1	1929.21789222727	2334.4148632205	2039.4413560798	2245.06122521127	1815.03852450201	2058.39619359982	2135.37998561197	2189.88811794157
AC105052.3	498.937768210272	663.949606379971	269.306901962907	698.111164972335	485.204078819817	719.755227303432	232.009501720847	622.150791172083
RAB13	4353.25268704259	4149.7572533389	4887.99658117852	4896.20659592091	5025.42365612694	5048.99853080063	4785.45933831577	4999.66914734478
TRIM5	619.573638130438	560.340822976562	777.473660253419	702.096780040301	358.76418208332	461.31434330305	549.408517297873	370.330946740583
CKAP5	3007.58351749634	3066.07851166973	3152.04505571096	3089.67909085586	2820.17506315188	2710.27921213946	2622.75836461936	3162.3524445511
MAX	1187.43036421751	965.13937852847	1097.63376595198	1005.24963776246	1384.7210643773	1245.94612845567	953.567992984673	1186.45661973562
PAX8-AS1	14.2300198660632	288.936081045576	535.174651023473	30.4570518416857	13.0040546158478	237.43351200832	560.77422509294	29.750933500384
STMP1	748.439793382839	649.426727236684	508.707253568361	865.71211783381	901.651779376405	831.249555914064	641.497299465491	918.609586244175
PCNX3	1185.85847006452	1201.36598610793	1196.81226362042	1054.03054554382	1556.79587543136	1046.00830265859	1294.49407298914	1030.01444600628
TRANK1	1727.07633520637	1625.1549051761	1573.39987578341	1738.77040271488	1538.39573499326	1288.94735483069	1959.59087951651	2010.23873266607
U2AF1	504.720323349087	379.308201458275	416.214308168779	131.020872747586	684.179774370764	228.819247409606	255.063565646472	175.859542118078
MFN2	2957.56913493091	2920.44320360518	2715.95495980498	2627.47817833708	2655.38409676685	2543.64784613697	2783.97018242763	2340.42140551454
ARID5A	426.163022314097	316.082802513325	291.164621196891	387.499295088041	646.301331594142	557.893983187567	421.388460651793	737.565973398458
ANKRD33B	2537.66979058076	3365.40836939008	2522.04579057829	2512.17241617851	2674.3071543122	3183.21803237017	2600.17287717643	3005.46201344081
POR	999.567975851111	662.233612129057	725.924351779717	792.008096867005	1148.84633113866	730.810724496086	966.095756133591	900.50651958203
CTTNBP2	666.857086282089	453.280566253012	318.862757351347	416.704655759196	311.016787786679	217.532068719577	175.927121806813	163.832062099648
MIR34AHG	812.367858655615	544.810139922802	668.479750548578	667.185588220729	534.925535857355	368.894014775877	427.09839171165	428.597861785624
EIF4A3	1049.26468816517	802.400550142464	1029.07091448869	947.366360209848	1399.46544684927	845.466289904414	1205.4261487674	1003.83798723455
PARK7	2466.5956250891	2141.06478898813	2217.66545075104	2077.60805698246	2711.44855632836	2236.59194569644	2317.65879343335	2046.15330541833
GRB10	637.320539891974	514.654858162936	700.3403104032	528.185286294168	937.974899429482	578.148223846792	1056.24097852211	768.198751942633
RCN3	1901.62465079265	1813.17933172496	1573.28316324138	1867.3497833187	1709.98365657186	1632.25846859747	1649.04605706414	1538.4389695874
CRTC3	1367.15911310567	1184.01618193693	1589.16861511119	1178.52728208551	1387.85334830148	1255.23618000579	1550.53499741696	1198.64891597201
AC093484.3	913.945839838396	837.571953422189	1145.57063250986	724.901778962789	737.703561608923	677.644262634352	597.891713661917	557.760351859165
TUBGCP6	1193.0593064575	1002.32370811506	877.505320334693	988.579864402177	1434.64331045802	1223.63887651837	1037.52075607543	1265.38215038057
ATG2B	1675.40147847689	1543.98112647728	1444.41282258967	1428.71393084009	1270.65092258103	1258.15198221585	1071.54545295422	1339.70060380173
RHOBTB2	524.538906041523	708.43523266148	593.74654127597	806.810340272397	781.459737467571	779.45539801524	947.978709600202	1293.21369012572
CHURC1	1686.56091403064	1531.23463660817	1803.26621178381	1475.79454607368	1820.09583881318	1910.3195683093	1993.03043492346	1687.64106674748
RELA	1296.19166069026	1204.97984301504	1361.27112656043	1142.89311973311	1484.94974276356	1456.21962153519	1567.20925446825	1535.59855939581
PQLC3	562.352900870743	476.004981079136	447.7748264093	626.030045519312	753.880071799919	715.304573073115	548.426291516002	836.761426185472
CASP3	419.061839807665	302.248183835035	446.634596371396	361.360548027589	635.72567509012	702.88196976027	632.753541363304	658.357018334548
SLC33A1	799.9281471499	693.835016349169	668.060210709532	778.924550909507	944.110426331333	935.009812255174	1018.12998134575	1025.97590624122
CSGALNACT1	421.136978874815	547.943161604106	544.461223311311	848.251257569077	854.083669028274	617.061877011801	587.723037977011	1677.22995839642
MUT	954.880615068245	789.260213744694	724.043972667874	988.360577720828	1055.49716070455	994.273044858549	816.363124207581	1253.61873879531
EXTL3	1232.20474061	1100.56413194306	1393.58022534607	1125.41640366716	1138.22405745385	1313.8258944662	1391.47373945912	1356.26369023943
PSMB1	1639.77124039245	1504.01335097936	1350.23386369165	1435.79559798277	1660.81978364036	1653.39636411307	1384.22178206376	1469.46054611214
DPY19L4	1185.61425822902	1236.13591211635	968.387808065179	1265.07117555875	1435.22333122298	1424.55029312203	1196.00452419624	1657.04802895211
CLTB	695.928621202367	883.618904211297	729.050308707356	781.414981981095	967.976524395284	1077.67019243751	834.212151318316	1098.73306941936
NXF1	1805.55280188589	1507.83919341752	1554.81065208777	1453.72967291695	2022.23824074517	1616.66219960365	1583.78017727605	1906.00055522843
COX6C	1384.11987166301	1100.34467904274	1324.31537724655	1140.32187215475	1414.00825780635	1249.85414858223	1229.64575102979	1094.07179129071
COLGALT1	1745.88492139081	1516.45474201482	1540.99886612766	1648.22783370488	2154.19028511536	1829.41765375052	1746.59795601554	1887.01346415834
MGAT2	1040.19634746917	1037.71311162498	843.118966215794	937.741071122945	1027.11689529285	626.982944361477	881.54244664029	788.394721863377
RAB27A	558.69817701511	679.896611694687	708.681754410042	580.388314960472	889.493125278438	569.570535829806	843.292106557212	713.372717015601
AGPAT2	449.043715969549	435.52315550135	484.61484229797	471.026076711391	687.551823859309	640.28343313973	830.642806488064	710.670334187005
NAB2	1301.80514995514	884.7798005734	1104.70664973127	999.98307954546	1195.93806830528	957.464175242489	1212.34739659412	1028.75442716172
TMEM159	1012.13265378765	708.094148211364	722.680622791153	974.925308123751	927.18953815093	1000.33877397508	709.12250992493	1128.14181758806
MAN1A2	2495.06115979645	2464.58691051103	2334.39305782777	2743.72086743937	1960.37029020167	2025.35046612793	2278.14426643658	2387.20714742272
BCAT2	440.382813822762	348.424984246135	370.347865058987	316.285060208278	690.351643801028	672.684490369051	462.321114031396	620.605364985539
RFX5	911.612278755775	635.919405020331	852.089811965583	727.489559331644	683.267873379359	468.828843172522	658.419467896027	422.019762867455
UBE2E2	654.971910322312	991.187071666574	638.832606798666	826.450368696027	498.959034641837	875.274316695759	592.294052875603	844.031029369133
MCRIP1	1476.27487606766	1221.5244223596	1134.9058942213	1244.47415472744	1447.91417373796	1058.26484576452	1372.75467311452	1203.1015200752
FAM111A	850.599901453428	762.084055556448	665.440649501168	1005.91023644756	693.675901587547	1015.72714888146	736.398606029025	931.421573730189
ERMAP	769.600204095685	1022.40642962223	861.633978064904	1046.06266866917	581.78303720156	858.017591833913	628.221091358546	777.376462111549
IK	1948.20671284144	1860.32747999632	2124.8166734951	1748.91879061224	2219.58513861298	2097.80368376477	1876.648335629	1899.77279044167
CEPT1	1032.64273707472	1094.19885817939	976.532306651056	1122.01067852464	796.787567386473	966.301951276475	784.798090847441	856.768935902863
COG5	1193.89052505042	1132.1580734379	1077.88786454828	1198.12612750965	767.832613853572	886.703061237258	1076.70879563988	827.828742330677
TNS2	3416.5938009732	3473.89753884322	3337.86081669038	3381.57263032118	4850.89529648249	4203.29741014969	3482.89468268867	4834.02991733437
SLC25A23	1517.28551903646	1617.18109485793	1755.26932370974	1379.88775605525	1427.01824630485	1664.37479186074	1660.12524088398	1383.55412877735
GOLGA2P7	694.273515448121	547.068752504263	441.871975519862	510.825975763879	365.246604876187	181.021506284247	340.048798964306	273.602839057021
CDC37	2409.62808735026	2459.86593916582	2354.17255248132	2198.73088129122	2799.44769398349	2230.98928452824	2680.86213236411	2295.66296536837
KIAA0895L	546.674542371682	490.368785565286	289.797012077427	322.226670533244	372.041491890392	177.219776497154	143.648160760792	197.739160410559
DUSP5	207.402495711074	246.287120957414	263.682897844037	200.330643437374	380.852053880609	640.519858262387	823.801655051779	452.959617106097
ZFYVE16	991.960476408004	1238.53038934758	1218.52527214146	1132.54730085848	981.760595200198	1010.14576588432	1312.65265876106	790.922100469483
NADSYN1	1497.14772881305	1377.69131092777	1392.53145539258	1078.99059595146	1605.89209109309	1260.38950195377	1737.20065552142	1284.14623945483
GLT8D1	1506.19869044645	1609.90604385513	1321.69457450975	1733.49024255989	1635.62855389717	1742.85973920208	1191.39063025597	1761.66742285927
TRRAP	2363.13034044266	1982.12283923322	2271.18140257291	2258.15710356511	1905.61198675722	1763.70436614469	2402.57266515052	2346.7082863442
COPRS	846.615303027059	906.305804867963	1148.85554174759	912.0018439629	586.304785943283	690.053585887053	735.397589251909	508.993072747869
RNF41	1117.20114513213	1333.79402170506	1281.01608698292	1261.36363124882	1271.64291679162	1551.50057063234	1653.79517925893	1777.13405229829
SETBP1	1567.77714614648	1590.39428339168	1225.48136117052	1379.03249768114	1075.88431989828	1442.54019592598	1279.86256273965	1362.50135990431
HCFC1	1691.04086649164	1444.19680881943	1454.88685297902	1554.70127768615	1958.36589299315	1591.62392087729	1637.70924714809	1452.91802703838
SRSF8	453.375458163303	457.574549252187	333.730201930916	586.822343608313	675.753434662912	823.746624293834	560.074623985646	710.789027999058
TMEM259	2280.22716563578	2263.18748623027	2234.66531473426	2025.76860864754	2815.71782000136	2459.21450102862	2453.46216566038	2671.26156237775
PITPNM1	551.927936920875	533.009727959741	730.865171019778	664.509635496493	745.739247749552	508.943292501225	813.535212208668	817.518859766252
GOLGA7	1153.70812381926	1026.2947604225	1126.46734538807	943.093666980121	667.307424487369	790.998773388128	905.810993683606	1078.49162481549
SCN4B	533.236321765702	163.337811320812	113.275273488143	436.810326939513	327.077607270911	121.372588169791	114.798309341314	308.317486267335
MT-TY	526.851452446879	798.660155013541	837.203484163931	453.374542296591	464.725967005194	615.206420611208	754.173379837808	538.333560193082
DNAJB12	971.979604456377	851.953564559685	1025.54750350844	964.57594502863	1199.97528081603	1145.24048528582	1210.23461956478	1263.11752094244
PRDX5	2348.64099692937	2520.38823959328	2113.30325331984	2143.85301648456	2686.75294539757	2191.26478654071	2266.63997352468	2011.01448755937
PUM1	2657.13605733006	1962.07145830688	2213.77748945604	2406.66758959162	2329.53995506716	2015.41627548283	2361.52175038374	2449.0406703104
MAPK1IP1L	1081.12553316323	1280.98544418705	1396.77671973671	956.470306419788	1412.50294071794	1177.30729476162	1650.92425689045	1306.20988942661
RGPD6	738.53134318236	637.078401800864	862.018293739684	854.035540161585	593.935672755239	582.536991998659	557.985151880353	893.657307877362
MTA2	1424.17656167692	1148.53900407453	1274.57826915655	1027.57490191559	1292.90627792508	1152.9557663448	1154.01360441871	1039.57307000403
HCG11	468.573372914871	532.007474843555	325.950891859627	560.944825925794	609.262692376248	742.052933012137	389.772641975548	781.512078965567
PLCG1	1632.43370195981	1536.48022244248	1733.88519297867	1418.20889870318	1669.41587579603	1158.99835284435	1669.59805126116	1374.7290013142
UBFD1	2509.79654281029	2187.51886090283	2146.71313132659	2065.51275674361	1952.9955694096	1746.70824114577	2127.13857468367	1683.2388036176
MPHOSPH8	1118.07309448238	1270.47736282507	1405.86550681458	1399.0030902934	1197.32354431496	1199.70906546404	1037.60470520973	1352.5904696524
IPO8	1248.02892225748	1546.03885060631	1471.99896917668	1432.83950955667	1240.36096475036	1212.22413416015	1615.02277040614	1290.0556465997
PQLC1	663.809946300179	568.440435917157	572.433774408318	683.053486663917	843.444227907452	764.491135027602	838.596355975738	845.513101819136
ZADH2	820.020106020907	632.101442581493	559.220731542233	793.544377351579	722.851637006198	525.246532862034	508.21248056337	707.427532654033
ZNF608	637.411717435526	284.889511483808	589.55040063089	666.619183509061	432.320868651184	278.155013759699	544.49543215307	714.864602026885
PODNL1	130.381482822878	379.458360676132	449.17045992833	250.968660817615	145.402856686598	247.503482075556	581.779000538561	333.786329988591
CREBRF	1276.46796381048	1259.57547487382	1472.64886119774	1295.18427742753	1600.46837489551	1534.85713639327	1297.36120715838	2217.6123003752
NSD2	1006.97048426991	1025.37424554402	892.445065821338	845.336093057882	807.165599850139	711.269970945862	707.476571768768	663.372219938629
TMCO1	1212.37646236254	1360.08937125564	1541.03922217947	1176.87799362315	1349.92590420154	1273.05428205514	1662.71048336022	1165.42716951609
SMAD9	289.010034227695	445.667128706521	565.259484226829	567.536568781735	237.517970636279	404.382844368566	604.090669017736	453.437781617838
DUSP14	642.667828781503	567.775180951909	469.637115522049	639.788391174415	808.959608552622	978.105228605752	721.821236862269	801.463930008037
TAOK3	1098.32234407101	1244.40659809916	1275.68111858729	1196.49275394291	1663.27406891946	1477.93682494467	1421.9816724414	1450.43165667228
ZNF561	857.686713936462	783.973326630955	620.037974513116	777.647337508604	483.076931447939	402.68999941153	493.533772660464	477.390431298849
PYCR2	686.431846218097	610.671092132745	557.478695627626	566.214564501936	877.335779131124	760.927936671072	776.188351071601	844.012414116877
KIF3B	2172.79767862315	2129.55396687041	2255.63664662111	2182.77248203717	2279.56636396074	2593.43628553008	2413.93001477229	2510.35685556259
AGPS	806.56208923279	789.166640569933	756.049619010094	922.645974859941	618.522214008227	656.150702694082	905.770857364339	937.752765861118
IRF2BPL	1383.65513358901	1393.92110938683	1567.92314158767	1308.14435423066	1624.83864802391	1200.85681884606	1232.39741732442	1389.4873198255
PHB2	2548.75309951405	2297.53967733387	2433.41329972406	2039.22634689503	3046.89589204136	2203.92404636332	2399.16107250278	2334.74826021314
ASNSD1	711.565437466168	977.8982215583	1146.8530813744	1060.53403554854	794.202707901704	1210.31339329078	1130.88254912362	1238.67075962082
TMTC3	926.815703808996	1014.64853926779	1218.94200069959	981.687882477763	789.312215538213	1247.97554830264	1131.68878712121	1126.24732387136
PLA2G12A	599.04620973722	421.78596242097	814.038268858315	821.771171272594	421.53918904807	514.041644240668	472.760959809468	654.088431017737
APEH	1345.61494153523	1187.2227689416	1062.87656917059	1089.33560749828	1366.10129599792	1082.20487687816	1325.0223692088	1292.35328495555
FAM43A	421.621914310929	285.568097763131	293.900402788742	343.430152591274	1112.75432116627	526.013229982505	437.204359679155	1097.00216487341
BAZ2A	1903.79742592223	2092.37185903396	2077.8490380251	1766.41294400462	2135.63234156532	1748.58657103132	2103.11825292943	2286.48800919951
FAM193B	1107.08816349048	1011.76578654388	971.084043187321	925.928186111749	1050.06571921638	811.089129798453	818.243200585501	685.27471506341
ZNF618	753.021768564149	689.029910633348	830.697564130023	843.145914267352	463.708307951326	382.967751434356	779.238586541795	471.721258462792
ATXN10	1947.85722459641	2119.29559073	1951.24831113506	2293.3792794274	2011.55242540291	2390.8478213917	2313.01340950998	1984.31168132289
S100A16	1122.62327959686	1146.78113759399	778.280513511287	1504.67789733135	1097.11781112933	1147.05961789932	940.614884493464	1347.47164777035
RYBP	890.453069992868	1109.64227445412	1003.44782192297	993.266652125209	1180.81812601629	1158.32134855907	1381.66597644857	1234.98079970109
UBA3	1060.99567617734	1028.48841935996	1166.72032402392	951.850505530216	1339.96233715284	1262.00572813079	1292.49877010963	1163.94021148896
SDC1	475.713323147838	684.420765363033	674.374544661317	423.712714868641	244.559434904253	279.98166624488	326.311132414948	244.31413158114
CS	1922.11271818464	1763.65538669121	2059.10885375364	1804.52929212938	2044.38485691849	1804.32364601356	1690.99161505828	1661.59316198323
PLA2G16	463.560212429086	456.386920293709	158.90944432314	415.598536644764	537.232380045284	613.576049136888	200.784109660514	624.320114286085
AHI1	407.793956821214	537.70229748697	641.107318106948	590.19649995775	259.81243834736	306.843097725014	427.173307023663	418.981359810708
MCM4	620.317629817101	712.65912088759	460.756104886394	725.325267764673	358.290049475102	507.377001565366	379.052177577238	438.239152102437
SUGP2	1693.59806991412	1719.463811036	1489.09987598576	1532.9870671761	1821.62818324602	1482.54140361962	1462.83984911001	1314.61256773025
ERBB2	1728.94480511964	1852.26945537552	1581.29148728498	1858.29784585977	1887.27752294445	1968.56008962642	2194.87751196921	2007.69916516705
KLHL36	1680.88085319483	1329.15640366864	1303.43602108267	1736.98586380381	1811.65389741985	1598.87553478629	1637.08299494795	2029.89155991449
ICMT	2641.89889242783	2753.46607460409	2522.8449226499	2162.94209347133	2645.36540221112	2682.52959168726	2814.9372971437	2234.60343028732
ISCA1	604.114035643197	639.060541671616	570.111718307539	597.179080380166	784.592856066809	951.111734558558	827.733949971496	874.863588192767
EFHC1	527.418306967795	555.528182294396	713.192286444674	862.306665783552	574.736991304439	600.158399333093	861.594892695754	803.276792179779
RNF145	884.458046104731	1109.09011849111	1208.56118385522	690.300000296854	1011.43246717253	1018.04882840877	1721.12065861358	914.692562584263
SNX3	3521.25174961134	3555.67226806074	3660.62273324073	3227.539488687	3800.69209299196	3923.6781518139	3430.5242998396	3479.98210767509
IVD	1038.46959616791	1160.48723563487	1061.6115033192	1169.61650288808	1089.29924331239	1321.68517469525	1548.20793163296	1478.97903749065
JMJD8	1196.90821477349	942.113191131109	1123.1560587771	1021.05218221665	1171.62593282247	922.735600195669	1177.31388972734	802.390792969414
NPAS2	208.4272331154	215.278870737664	310.358054546029	221.027319880863	455.234480210926	355.823380820818	786.435508428016	389.973705432092
ZNF117	421.890299639611	537.694644124547	595.463038248283	591.314704950303	282.225914097414	326.678665066206	325.204130417644	459.798579731431
POLDIP2	1456.25637191742	1345.05602110947	1457.97283403362	1197.8159931954	1709.12501735486	1428.68923971717	1628.91665488203	1310.09890652033
CENPBD1P1	1140.95803118505	898.780728194393	601.00611820873	726.059916630696	826.534623022515	665.274987928372	571.801844179132	589.809873484286
TMEM248	2908.9169583268	3004.75428701293	2715.63679275649	2781.07919541423	2950.52568850284	2968.91285648331	3157.51778982422	3570.39719374197
ADAMTSL5	372.371196455269	475.876548853499	211.165176071567	541.889131738297	312.534460378339	522.680297803877	298.439392714515	619.175957475388
GLT8D2	932.089065765427	1199.192021665	1130.33053037872	1067.86187524374	566.554053600368	991.008137337855	853.492616096743	840.28115070477
MOV10	979.94952384756	838.418958493172	1053.60383351097	694.732973951731	767.527053671268	834.840511212775	924.023524025805	592.055635373455
ZNF436	796.042614395755	904.292134593707	722.232277394509	1017.36502184494	521.185659215461	709.84669030187	489.093395482165	749.002502734643
LAMA5	1231.89053545937	1437.50217638961	1016.93956523756	950.571352884425	937.329971466925	1134.61983933421	1065.45761121677	1197.23934088885
CDKN1B	1117.17803360063	1086.53365904238	837.97672321358	928.053098915885	1074.39744140074	923.111877141491	804.560770691342	1003.85373084992
ZFPM2	482.927379640843	519.997472640147	630.500045371901	734.57801080039	376.77268312152	267.965485090691	397.475131934439	534.664992315091
SRGAP2	1557.1613892943	1389.51676876026	1254.77264189248	1601.8369587999	1452.36299287344	1303.78263328971	1094.30811485362	1397.61094126635
ERP44	1303.17253521513	1241.84812054706	1337.42366230927	1263.59943313048	1396.56757056052	1578.84500320387	1599.49365300555	1527.56835579426
BCAR1	1084.77772772741	957.830164986352	1224.11578544333	1056.32960257739	1294.53798239412	954.743295633232	1627.67068983818	1018.09467982395
MKLN1	1895.49484640689	1807.79590945633	2175.33577139139	1725.11787959529	1608.84226139774	1667.02566365815	1997.41687395751	1791.02411673086
TIMP4	41.7456725415884	37.6244185438077	62.7171290488601	38.1220716850646	355.044775524391	241.460408427007	456.22832481385	305.232215700981
N4BP1	922.486366759601	830.572298940678	1000.78620249793	809.008087290565	647.540184867866	706.225616956631	1030.59647523908	704.95841696395
ZNF512	683.683595224786	662.721430222917	699.134872291006	531.880346543031	534.911179724556	395.536582038286	512.383037018292	434.369513804465
